"Tabela 202 - População residente, por sexo e situação do domicílio"
"Variável - População residente - percentual do total geral"
"Cód.","Município","Situação do domicílio","Ano x Sexo"
"Cód.","Município","Situação do domicílio","2000","2010"
"Cód.","Município","Situação do domicílio","Total","Total"
"4126355","Serranópolis do Iguaçu (PR)","Urbana","40.68","50.83"
"4126405","Sertaneja (PR)","Urbana","83.97","87.76"
"4126504","Sertanópolis (PR)","Urbana","83.24","87.68"
"4126603","Siqueira Campos (PR)","Urbana","73.55","72.74"
"4126652","Sulina (PR)","Urbana","30.50","40.95"
"4126678","Tamarana (PR)","Urbana","48.58","47.77"
"4126702","Tamboara (PR)","Urbana","79.53","85.68"
"4126801","Tapejara (PR)","Urbana","80.12","90.19"
"4126900","Tapira (PR)","Urbana","52.52","58.86"
"4127007","Teixeira Soares (PR)","Urbana","46.20","46.64"
"4127106","Telêmaco Borba (PR)","Urbana","95.29","97.95"
"4127205","Terra Boa (PR)","Urbana","76.35","82.73"
"4127304","Terra Rica (PR)","Urbana","76.22","81.27"
"4127403","Terra Roxa (PR)","Urbana","67.74","76.38"
"4127502","Tibagi (PR)","Urbana","55.76","60.32"
"4127601","Tijucas do Sul (PR)","Urbana","15.06","15.72"
"4127700","Toledo (PR)","Urbana","87.49","90.74"
"4127809","Tomazina (PR)","Urbana","43.16","46.85"
"4127858","Três Barras do Paraná (PR)","Urbana","41.71","51.55"
"4127882","Tunas do Paraná (PR)","Urbana","39.35","44.63"
"4127908","Tuneiras do Oeste (PR)","Urbana","57.30","68.69"
"4127957","Tupãssi (PR)","Urbana","67.60","78.60"
"4127965","Turvo (PR)","Urbana","28.76","36.55"
"4128005","Ubiratã (PR)","Urbana","78.05","85.34"
"4128104","Umuarama (PR)","Urbana","91.11","92.83"
"4128203","União da Vitória (PR)","Urbana","93.96","94.78"
"4128302","Uniflor (PR)","Urbana","70.19","80.58"
"4128401","Uraí (PR)","Urbana","77.15","81.57"
"4128500","Wenceslau Braz (PR)","Urbana","76.07","80.37"
"4128534","Ventania (PR)","Urbana","66.76","65.39"
"4128559","Vera Cruz do Oeste (PR)","Urbana","72.18","76.49"
"4128609","Verê (PR)","Urbana","34.73","41.65"
"4128625","Alto Paraíso (PR)","Urbana","48.59","55.27"
"4128633","Doutor Ulysses (PR)","Urbana","11.68","16.22"
"4128658","Virmond (PR)","Urbana","35.43","47.59"
"4128708","Vitorino (PR)","Urbana","50.76","61.23"
"4128807","Xambrê (PR)","Urbana","28.85","33.10"
"4200051","Abdon Batista (SC)","Urbana","25.69","27.29"
"4200101","Abelardo Luz (SC)","Urbana","43.97","55.96"
"4200200","Agrolândia (SC)","Urbana","59.33","63.92"
"4200309","Agronômica (SC)","Urbana","20.48","37.89"
"4200408","Água Doce (SC)","Urbana","46.00","49.32"
"4200507","Águas de Chapecó (SC)","Urbana","38.08","52.96"
"4200556","Águas Frias (SC)","Urbana","20.48","40.47"
"4200606","Águas Mornas (SC)","Urbana","31.82","41.94"
"4200705","Alfredo Wagner (SC)","Urbana","27.92","30.48"
"4200754","Alto Bela Vista (SC)","Urbana","24.88","30.17"
"4200804","Anchieta (SC)","Urbana","34.25","40.53"
"4200903","Angelina (SC)","Urbana","17.57","21.39"
"4201000","Anita Garibaldi (SC)","Urbana","40.77","52.78"
"4201109","Anitápolis (SC)","Urbana","34.45","40.91"
"4201208","Antônio Carlos (SC)","Urbana","27.35","31.39"
"4201257","Apiúna (SC)","Urbana","42.32","44.67"
"4201273","Arabutã (SC)","Urbana","23.34","31.17"
"4201307","Araquari (SC)","Urbana","93.04","94.13"
"4201406","Araranguá (SC)","Urbana","82.35","82.41"
"4201505","Armazém (SC)","Urbana","38.19","62.99"
"4201604","Arroio Trinta (SC)","Urbana","60.09","68.45"
"4201653","Arvoredo (SC)","Urbana","17.83","22.17"
"4201703","Ascurra (SC)","Urbana","88.25","87.12"
"4201802","Atalanta (SC)","Urbana","33.04","41.45"
"4201901","Aurora (SC)","Urbana","27.07","34.80"
"4201950","Balneário Arroio do Silva (SC)","Urbana","97.24","97.97"
"4202008","Balneário Camboriú (SC)","Urbana","100.00","100.00"
"4202057","Balneário Barra do Sul (SC)","Urbana","99.78","95.31"
"4202073","Balneário Gaivota (SC)","Urbana","54.62","77.28"
"4202081","Bandeirante (SC)","Urbana","23.32","32.04"
"4202099","Barra Bonita (SC)","Urbana","12.09","14.86"
"4202107","Barra Velha (SC)","Urbana","93.79","95.24"
"4202131","Bela Vista do Toldo (SC)","Urbana","9.96","14.11"
"4202156","Belmonte (SC)","Urbana","36.79","48.31"
"4202206","Benedito Novo (SC)","Urbana","54.03","56.15"
"4202305","Biguaçu (SC)","Urbana","89.25","90.64"
"4202404","Blumenau (SC)","Urbana","92.41","95.39"
"4202438","Bocaina do Sul (SC)","Urbana","13.93","29.39"
"4202453","Bombinhas (SC)","Urbana","100.00","100.00"
"4202503","Bom Jardim da Serra (SC)","Urbana","52.05","54.54"
"4202537","Bom Jesus (SC)","Urbana","48.34","59.18"
"4202578","Bom Jesus do Oeste (SC)","Urbana","17.49","30.35"
"4202602","Bom Retiro (SC)","Urbana","66.98","71.76"
"4202701","Botuverá (SC)","Urbana","21.38","29.32"
"4202800","Braço do Norte (SC)","Urbana","72.09","80.58"
"4202859","Braço do Trombudo (SC)","Urbana","50.89","54.90"
"4202875","Brunópolis (SC)","Urbana","21.22","24.74"
"4202909","Brusque (SC)","Urbana","96.32","96.70"
"4203006","Caçador (SC)","Urbana","87.71","91.09"
"4203105","Caibi (SC)","Urbana","48.16","57.53"
"4203154","Calmon (SC)","Urbana","40.15","62.44"
"4203204","Camboriú (SC)","Urbana","95.13","94.98"
"4203253","Capão Alto (SC)","Urbana","20.00","34.94"
"4203303","Campo Alegre (SC)","Urbana","59.06","61.60"
"4203402","Campo Belo do Sul (SC)","Urbana","55.15","58.88"
"4203501","Campo Erê (SC)","Urbana","55.60","66.72"
"4203600","Campos Novos (SC)","Urbana","78.51","82.45"
"4203709","Canelinha (SC)","Urbana","47.67","63.43"
"4203808","Canoinhas (SC)","Urbana","73.41","74.43"
"4203907","Capinzal (SC)","Urbana","77.47","85.48"
"4203956","Capivari de Baixo (SC)","Urbana","93.94","91.43"
"4204004","Catanduvas (SC)","Urbana","63.97","84.71"
"4204103","Caxambu do Sul (SC)","Urbana","39.03","48.86"
"4204152","Celso Ramos (SC)","Urbana","22.43","31.47"
"4204178","Cerro Negro (SC)","Urbana","16.94","21.33"
"4204194","Chapadão do Lageado (SC)","Urbana","11.28","18.57"
"4204202","Chapecó (SC)","Urbana","91.58","91.60"
"4204251","Cocal do Sul (SC)","Urbana","83.11","83.75"
"4204301","Concórdia (SC)","Urbana","71.77","79.95"
"4204350","Cordilheira Alta (SC)","Urbana","9.80","38.44"
"4204400","Coronel Freitas (SC)","Urbana","42.66","59.40"
"4204459","Coronel Martins (SC)","Urbana","19.18","27.87"
"4204509","Corupá (SC)","Urbana","73.66","77.02"
"4204558","Correia Pinto (SC)","Urbana","70.75","81.31"
"4204608","Criciúma (SC)","Urbana","89.81","98.61"
"4204707","Cunha Porã (SC)","Urbana","51.69","61.42"
"4204756","Cunhataí (SC)","Urbana","18.39","30.23"
"4204806","Curitibanos (SC)","Urbana","89.95","92.11"
"4204905","Descanso (SC)","Urbana","42.56","49.77"
"4205001","Dionísio Cerqueira (SC)","Urbana","60.42","68.81"
"4205100","Dona Emma (SC)","Urbana","41.34","50.20"
"4205159","Doutor Pedrinho (SC)","Urbana","54.15","56.02"
"4205175","Entre Rios (SC)","Urbana","26.29","30.75"
"4205191","Ermo (SC)","Urbana","28.83","30.20"
"4205209","Erval Velho (SC)","Urbana","50.60","65.30"
"4205308","Faxinal dos Guedes (SC)","Urbana","65.42","72.39"
"4205357","Flor do Sertão (SC)","Urbana","12.10","20.65"
"4205407","Florianópolis (SC)","Urbana","97.04","96.21"
"4205431","Formosa do Sul (SC)","Urbana","32.70","41.68"
"4205456","Forquilhinha (SC)","Urbana","79.33","81.72"
"4205506","Fraiburgo (SC)","Urbana","83.84","87.67"
"4205555","Frei Rogério (SC)","Urbana","16.39","28.54"
"4205605","Galvão (SC)","Urbana","58.89","67.60"
"4205704","Garopaba (SC)","Urbana","81.45","84.46"
"4205803","Garuva (SC)","Urbana","72.56","77.58"
"4205902","Gaspar (SC)","Urbana","63.78","81.28"
"4206009","Governador Celso Ramos (SC)","Urbana","93.48","94.25"
"4206108","Grão Pará (SC)","Urbana","45.97","48.51"
"4206207","Gravatal (SC)","Urbana","35.78","41.78"
"4206306","Guabiruba (SC)","Urbana","92.85","92.60"
"4206405","Guaraciaba (SC)","Urbana","39.55","46.90"
"4206504","Guaramirim (SC)","Urbana","79.90","79.74"
"4206603","Guarujá do Sul (SC)","Urbana","48.36","54.10"
"4206652","Guatambú (SC)","Urbana","20.91","37.38"
"4206702","Herval d'Oeste (SC)","Urbana","85.51","88.76"
"4206751","Ibiam (SC)","Urbana","25.63","35.73"
"4206801","Ibicaré (SC)","Urbana","34.57","46.16"
"4206900","Ibirama (SC)","Urbana","83.00","85.48"
"4207007","Içara (SC)","Urbana","81.36","91.64"
"4207106","Ilhota (SC)","Urbana","60.95","63.93"
"4207205","Imaruí (SC)","Urbana","29.16","34.31"
"4207304","Imbituba (SC)","Urbana","96.71","100.00"
"4207403","Imbuia (SC)","Urbana","37.27","44.07"
"4207502","Indaial (SC)","Urbana","95.49","96.49"
"4207577","Iomerê (SC)","Urbana","26.75","33.11"
"4207601","Ipira (SC)","Urbana","44.47","53.05"
"4207650","Iporã do Oeste (SC)","Urbana","36.19","49.02"
"4207684","Ipuaçu (SC)","Urbana","15.80","20.26"
"4207700","Ipumirim (SC)","Urbana","35.96","43.60"
"4207759","Iraceminha (SC)","Urbana","26.61","34.52"
"4207809","Irani (SC)","Urbana","58.80","68.41"
"4207858","Irati (SC)","Urbana","18.71","21.42"
"4207908","Irineópolis (SC)","Urbana","30.45","33.68"
"4208005","Itá (SC)","Urbana","50.59","63.13"
"4208104","Itaiópolis (SC)","Urbana","45.88","52.89"
"4208203","Itajaí (SC)","Urbana","96.24","94.59"
"4208302","Itapema (SC)","Urbana","95.79","97.52"
"4208401","Itapiranga (SC)","Urbana","38.45","49.43"
"4208450","Itapoá (SC)","Urbana","92.67","96.00"
"4208500","Ituporanga (SC)","Urbana","59.84","66.66"
"4208609","Jaborá (SC)","Urbana","32.47","39.72"
"4208708","Jacinto Machado (SC)","Urbana","41.55","48.38"
"4208807","Jaguaruna (SC)","Urbana","70.06","76.33"
"4208906","Jaraguá do Sul (SC)","Urbana","88.78","92.79"
"4208955","Jardinópolis (SC)","Urbana","40.87","45.24"
"4209003","Joaçaba (SC)","Urbana","90.12","92.24"
"4209102","Joinville (SC)","Urbana","96.59","96.62"
"4209151","José Boiteux (SC)","Urbana","31.91","34.12"
"4209177","Jupiá (SC)","Urbana","30.23","48.60"
"4209201","Lacerdópolis (SC)","Urbana","45.24","52.75"
"4209300","Lages (SC)","Urbana","97.40","98.22"
"4209409","Laguna (SC)","Urbana","78.38","78.85"
"4209458","Lajeado Grande (SC)","Urbana","30.28","43.49"
"4209508","Laurentino (SC)","Urbana","63.97","72.85"
"4209607","Lauro Müller (SC)","Urbana","72.94","77.30"
"4209706","Lebon Régis (SC)","Urbana","59.75","63.54"
"4209805","Leoberto Leal (SC)","Urbana","12.22","24.37"
"4209854","Lindóia do Sul (SC)","Urbana","27.09","41.58"
"4209904","Lontras (SC)","Urbana","63.35","68.47"
"4210001","Luiz Alves (SC)","Urbana","26.64","31.19"
"4210035","Luzerna (SC)","Urbana","71.14","76.05"
"4210050","Macieira (SC)","Urbana","16.00","27.44"
"4210100","Mafra (SC)","Urbana","75.52","78.09"
"4210209","Major Gercino (SC)","Urbana","31.08","38.09"
"4210308","Major Vieira (SC)","Urbana","31.84","39.59"
"4210407","Maracajá (SC)","Urbana","63.54","66.46"
"4210506","Maravilha (SC)","Urbana","76.81","81.84"
"4210555","Marema (SC)","Urbana","35.50","34.50"
"4210605","Massaranduba (SC)","Urbana","36.85","51.83"
"4210704","Matos Costa (SC)","Urbana","39.01","51.60"
"4210803","Meleiro (SC)","Urbana","45.30","52.13"
"4210852","Mirim Doce (SC)","Urbana","42.06","47.83"
"4210902","Modelo (SC)","Urbana","56.01","66.55"
"4211009","Mondaí (SC)","Urbana","46.39","61.63"
"4211058","Monte Carlo (SC)","Urbana","85.15","86.73"
"4211108","Monte Castelo (SC)","Urbana","54.77","58.10"
"4211207","Morro da Fumaça (SC)","Urbana","76.65","85.97"
"4211256","Morro Grande (SC)","Urbana","25.27","26.16"
"4211306","Navegantes (SC)","Urbana","93.22","94.79"
"4211405","Nova Erechim (SC)","Urbana","48.55","75.11"
"4211454","Nova Itaberaba (SC)","Urbana","9.99","35.86"
"4211504","Nova Trento (SC)","Urbana","67.73","74.89"
"4211603","Nova Veneza (SC)","Urbana","62.54","67.07"
"4211652","Novo Horizonte (SC)","Urbana","23.32","33.49"
"4211702","Orleans (SC)","Urbana","63.97","75.18"
"4211751","Otacílio Costa (SC)","Urbana","91.55","91.15"
"4211801","Ouro (SC)","Urbana","56.14","65.71"
"4211850","Ouro Verde (SC)","Urbana","26.57","31.48"
"4211876","Paial (SC)","Urbana","12.62","19.06"
"4211892","Painel (SC)","Urbana","34.56","40.16"
"4211900","Palhoça (SC)","Urbana","95.30","98.53"
"4212007","Palma Sola (SC)","Urbana","38.90","57.54"
"4212056","Palmeira (SC)","Urbana","36.15","38.98"
"4212106","Palmitos (SC)","Urbana","49.93","61.62"
"4212205","Papanduva (SC)","Urbana","47.28","51.23"
"4212239","Paraíso (SC)","Urbana","27.15","35.56"
"4212254","Passo de Torres (SC)","Urbana","80.05","88.62"
"4212270","Passos Maia (SC)","Urbana","15.70","24.84"
"4212304","Paulo Lopes (SC)","Urbana","59.99","72.03"
"4212403","Pedras Grandes (SC)","Urbana","17.58","30.70"
"4212502","Penha (SC)","Urbana","90.47","91.74"
"4212601","Peritiba (SC)","Urbana","40.77","49.56"
"4212700","Petrolândia (SC)","Urbana","28.27","36.29"
"4212809","Balneário Piçarras (SC)","Urbana","78.96","90.76"
"4212908","Pinhalzinho (SC)","Urbana","75.37","83.36"
"4213005","Pinheiro Preto (SC)","Urbana","41.81","54.02"
"4213104","Piratuba (SC)","Urbana","46.63","59.65"
"4213153","Planalto Alegre (SC)","Urbana","30.14","40.20"
"4213203","Pomerode (SC)","Urbana","84.57","85.82"
"4213302","Ponte Alta (SC)","Urbana","73.20","73.11"
"4213351","Ponte Alta do Norte (SC)","Urbana","72.59","91.04"
"4213401","Ponte Serrada (SC)","Urbana","68.46","69.11"
"4213500","Porto Belo (SC)","Urbana","93.17","94.30"
"4213609","Porto União (SC)","Urbana","83.43","84.39"
"4213708","Pouso Redondo (SC)","Urbana","52.18","60.93"
"4213807","Praia Grande (SC)","Urbana","54.04","59.13"
"4213906","Presidente Castello Branco (SC)","Urbana","21.16","32.06"
"4214003","Presidente Getúlio (SC)","Urbana","63.79","70.77"
"4214102","Presidente Nereu (SC)","Urbana","33.67","35.38"
"4214151","Princesa (SC)","Urbana","21.74","36.40"
"4214201","Quilombo (SC)","Urbana","43.75","56.07"
"4214300","Rancho Queimado (SC)","Urbana","41.83","46.94"
"4214409","Rio das Antas (SC)","Urbana","36.32","44.60"
"4214508","Rio do Campo (SC)","Urbana","35.08","42.51"
"4214607","Rio do Oeste (SC)","Urbana","39.02","47.81"
"4214706","Rio dos Cedros (SC)","Urbana","42.04","49.69"
"4214805","Rio do Sul (SC)","Urbana","93.74","92.79"
"4214904","Rio Fortuna (SC)","Urbana","28.08","34.26"
"4215000","Rio Negrinho (SC)","Urbana","86.59","91.22"
"4215059","Rio Rufino (SC)","Urbana","22.91","28.24"
"4215075","Riqueza (SC)","Urbana","24.72","44.52"
"4215109","Rodeio (SC)","Urbana","85.41","86.28"
"4215208","Romelândia (SC)","Urbana","32.66","36.17"
"4215307","Salete (SC)","Urbana","63.98","67.67"
"4215356","Saltinho (SC)","Urbana","21.43","31.68"
"4215406","Salto Veloso (SC)","Urbana","72.48","79.10"
"4215455","Sangão (SC)","Urbana","44.59","46.69"
"4215505","Santa Cecília (SC)","Urbana","78.48","86.71"
"4215554","Santa Helena (SC)","Urbana","28.59","37.03"
"4215604","Santa Rosa de Lima (SC)","Urbana","21.08","25.08"
"4215653","Santa Rosa do Sul (SC)","Urbana","38.95","46.51"
"4215679","Santa Terezinha (SC)","Urbana","12.92","17.26"
"4215687","Santa Terezinha do Progresso (SC)","Urbana","12.47","18.61"
"4215695","Santiago do Sul (SC)","Urbana","30.72","44.37"
"4215703","Santo Amaro da Imperatriz (SC)","Urbana","79.81","75.52"
"4215752","São Bernardino (SC)","Urbana","16.85","26.86"
"4215802","São Bento do Sul (SC)","Urbana","94.48","95.23"
"4215901","São Bonifácio (SC)","Urbana","21.19","22.77"
"4216008","São Carlos (SC)","Urbana","57.10","67.07"
"4216057","São Cristóvão do Sul (SC)","Urbana","60.37","75.82"
"4216107","São Domingos (SC)","Urbana","56.92","66.52"
"4216206","São Francisco do Sul (SC)","Urbana","92.66","92.87"
"4216255","São João do Oeste (SC)","Urbana","25.81","35.11"
"4216305","São João Batista (SC)","Urbana","75.86","89.68"
"4216354","São João do Itaperiú (SC)","Urbana","46.00","56.04"
"4216404","São João do Sul (SC)","Urbana","16.85","22.45"
"4216503","São Joaquim (SC)","Urbana","70.63","70.82"
"4216602","São José (SC)","Urbana","98.66","98.81"
"4216701","São José do Cedro (SC)","Urbana","48.68","61.73"
"4216800","São José do Cerrito (SC)","Urbana","20.71","26.87"
"4216909","São Lourenço do Oeste (SC)","Urbana","68.24","77.46"
"4217006","São Ludgero (SC)","Urbana","69.81","89.72"
"4217105","São Martinho (SC)","Urbana","27.12","38.36"
"4217154","São Miguel da Boa Vista (SC)","Urbana","16.40","23.06"
"4217204","São Miguel do Oeste (SC)","Urbana","84.74","88.32"
"4217253","São Pedro de Alcântara (SC)","Urbana","58.48","79.27"
"4217303","Saudades (SC)","Urbana","34.80","56.82"
"4217402","Schroeder (SC)","Urbana","86.97","89.47"
"4217501","Seara (SC)","Urbana","62.26","68.41"
"4217550","Serra Alta (SC)","Urbana","36.07","55.86"
"4217600","Siderópolis (SC)","Urbana","75.34","77.33"
"4217709","Sombrio (SC)","Urbana","69.35","73.79"
"4217758","Sul Brasil (SC)","Urbana","23.88","36.55"
"4217808","Taió (SC)","Urbana","48.51","57.73"
"4217907","Tangará (SC)","Urbana","48.36","57.46"
"4217956","Tigrinhos (SC)","Urbana","11.34","19.52"
"4218004","Tijucas (SC)","Urbana","79.62","83.99"
"4218103","Timbé do Sul (SC)","Urbana","31.62","34.76"
"4218202","Timbó (SC)","Urbana","91.23","93.26"
"4218251","Timbó Grande (SC)","Urbana","42.69","56.97"
"4218301","Três Barras (SC)","Urbana","83.06","84.75"
"4218350","Treviso (SC)","Urbana","49.65","51.97"
"4218400","Treze de Maio (SC)","Urbana","26.27","49.46"
"4218509","Treze Tílias (SC)","Urbana","60.06","74.36"
"4218608","Trombudo Central (SC)","Urbana","54.43","62.58"
"4218707","Tubarão (SC)","Urbana","79.04","90.60"
"4218756","Tunápolis (SC)","Urbana","25.48","30.61"
"4218806","Turvo (SC)","Urbana","51.78","66.77"
"4218855","União do Oeste (SC)","Urbana","29.31","38.04"
"4218905","Urubici (SC)","Urbana","64.97","66.04"
"4218954","Urupema (SC)","Urbana","46.89","49.64"
"4219002","Urussanga (SC)","Urbana","56.87","56.40"
"4219101","Vargeão (SC)","Urbana","39.14","51.53"
"4219150","Vargem (SC)","Urbana","20.19","31.91"
"4219176","Vargem Bonita (SC)","Urbana","42.63","55.85"
"4219200","Vidal Ramos (SC)","Urbana","23.84","28.49"
"4219309","Videira (SC)","Urbana","86.05","90.82"
"4219358","Vitor Meireles (SC)","Urbana","19.89","27.75"
"4219408","Witmarsum (SC)","Urbana","18.82","23.47"
"4219507","Xanxerê (SC)","Urbana","86.52","88.70"
"4219606","Xavantina (SC)","Urbana","21.48","26.99"
"4219705","Xaxim (SC)","Urbana","70.25","81.54"
"4219853","Zortéa (SC)","Urbana","77.97","78.10"
"4300034","Aceguá (RS)","Urbana","...","24.10"
"4300059","Água Santa (RS)","Urbana","28.40","38.88"
"4300109","Agudo (RS)","Urbana","32.40","41.20"
"4300208","Ajuricaba (RS)","Urbana","48.76","56.62"
"4300307","Alecrim (RS)","Urbana","24.38","30.73"
"4300406","Alegrete (RS)","Urbana","89.04","89.62"
"4300455","Alegria (RS)","Urbana","29.94","36.85"
"4300471","Almirante Tamandaré do Sul (RS)","Urbana","...","40.59"
"4300505","Alpestre (RS)","Urbana","21.01","27.54"
"4300554","Alto Alegre (RS)","Urbana","33.65","40.21"
"4300570","Alto Feliz (RS)","Urbana","25.12","27.97"
"4300604","Alvorada (RS)","Urbana","99.67","100.00"
"4300638","Amaral Ferrador (RS)","Urbana","19.70","29.37"
"4300646","Ametista do Sul (RS)","Urbana","43.09","52.04"
"4300661","André da Rocha (RS)","Urbana","33.60","40.79"
"4300703","Anta Gorda (RS)","Urbana","28.78","38.38"
"4300802","Antônio Prado (RS)","Urbana","65.16","71.96"
"4300851","Arambaré (RS)","Urbana","70.39","78.88"
"4300877","Araricá (RS)","Urbana","86.63","82.15"
"4300901","Aratiba (RS)","Urbana","35.93","50.51"
"4301008","Arroio do Meio (RS)","Urbana","75.13","78.07"
"4301057","Arroio do Sal (RS)","Urbana","95.58","97.02"
"4301073","Arroio do Padre (RS)","Urbana","...","16.63"
"4301107","Arroio dos Ratos (RS)","Urbana","93.95","95.22"
"4301206","Arroio do Tigre (RS)","Urbana","43.14","47.14"
"4301305","Arroio Grande (RS)","Urbana","81.93","87.09"
"4301404","Arvorezinha (RS)","Urbana","52.40","61.35"
"4301503","Augusto Pestana (RS)","Urbana","40.72","51.54"
"4301552","Áurea (RS)","Urbana","32.45","41.94"
"4301602","Bagé (RS)","Urbana","81.92","83.71"
"4301636","Balneário Pinhal (RS)","Urbana","95.54","98.96"
"4301651","Barão (RS)","Urbana","42.45","51.73"
"4301701","Barão de Cotegipe (RS)","Urbana","47.45","60.74"
"4301750","Barão do Triunfo (RS)","Urbana","8.90","9.93"
"4301800","Barracão (RS)","Urbana","49.27","56.69"
"4301859","Barra do Guarita (RS)","Urbana","37.03","44.38"
"4301875","Barra do Quaraí (RS)","Urbana","73.76","70.79"
"4301909","Barra do Ribeiro (RS)","Urbana","75.46","73.90"
"4301925","Barra do Rio Azul (RS)","Urbana","15.08","20.12"
"4301958","Barra Funda (RS)","Urbana","53.43","64.30"
"4302006","Barros Cassal (RS)","Urbana","28.62","31.72"
"4302055","Benjamin Constant do Sul (RS)","Urbana","9.39","14.78"
"4302105","Bento Gonçalves (RS)","Urbana","89.43","92.35"
"4302154","Boa Vista das Missões (RS)","Urbana","29.75","41.91"
"4302204","Boa Vista do Buricá (RS)","Urbana","55.61","66.41"
"4302220","Boa Vista do Cadeado (RS)","Urbana","...","19.34"
"4302238","Boa Vista do Incra (RS)","Urbana","...","29.86"
"4302253","Boa Vista do Sul (RS)","Urbana","10.95","14.09"
"4302303","Bom Jesus (RS)","Urbana","69.72","74.60"
"4302352","Bom Princípio (RS)","Urbana","73.15","78.02"
"4302378","Bom Progresso (RS)","Urbana","35.71","49.23"
"4302402","Bom Retiro do Sul (RS)","Urbana","76.74","79.86"
"4302451","Boqueirão do Leão (RS)","Urbana","19.46","21.79"
"4302501","Bossoroca (RS)","Urbana","51.76","53.49"
"4302584","Bozano (RS)","Urbana","...","28.59"
"4302600","Braga (RS)","Urbana","55.74","61.64"
"4302659","Brochier (RS)","Urbana","27.61","49.11"
"4302709","Butiá (RS)","Urbana","93.38","94.73"
"4302808","Caçapava do Sul (RS)","Urbana","55.79","75.42"
"4302907","Cacequi (RS)","Urbana","85.00","87.39"
"4303004","Cachoeira do Sul (RS)","Urbana","84.35","85.53"
"4303103","Cachoeirinha (RS)","Urbana","100.00","100.00"
"4303202","Cacique Doble (RS)","Urbana","31.36","33.44"
"4303301","Caibaté (RS)","Urbana","40.65","55.41"
"4303400","Caiçara (RS)","Urbana","26.68","31.43"
"4303509","Camaquã (RS)","Urbana","77.95","78.64"
"4303558","Camargo (RS)","Urbana","35.23","42.25"
"4303608","Cambará do Sul (RS)","Urbana","44.55","46.48"
"4303673","Campestre da Serra (RS)","Urbana","32.62","37.91"
"4303707","Campina das Missões (RS)","Urbana","32.44","35.77"
"4303806","Campinas do Sul (RS)","Urbana","53.66","76.59"
"4303905","Campo Bom (RS)","Urbana","95.96","95.45"
"4304002","Campo Novo (RS)","Urbana","68.70","75.27"
"4304101","Campos Borges (RS)","Urbana","53.66","57.41"
"4304200","Candelária (RS)","Urbana","46.65","52.09"
"4304309","Cândido Godói (RS)","Urbana","22.98","28.25"
"4304358","Candiota (RS)","Urbana","32.94","29.62"
"4304408","Canela (RS)","Urbana","91.48","91.34"
"4304507","Canguçu (RS)","Urbana","34.39","36.98"
"4304606","Canoas (RS)","Urbana","100.00","100.00"
"4304614","Canudos do Vale (RS)","Urbana","...","22.74"
"4304622","Capão Bonito do Sul (RS)","Urbana","...","28.45"
"4304630","Capão da Canoa (RS)","Urbana","99.46","99.40"
"4304655","Capão do Cipó (RS)","Urbana","...","16.72"
"4304663","Capão do Leão (RS)","Urbana","90.03","92.11"
"4304671","Capivari do Sul (RS)","Urbana","77.66","83.03"
"4304689","Capela de Santana (RS)","Urbana","62.57","59.55"
"4304697","Capitão (RS)","Urbana","33.41","43.51"
"4304705","Carazinho (RS)","Urbana","93.96","98.21"
"4304713","Caraá (RS)","Urbana","7.36","14.47"
"4304804","Carlos Barbosa (RS)","Urbana","74.13","79.36"
"4304853","Carlos Gomes (RS)","Urbana","17.83","23.52"
"4304903","Casca (RS)","Urbana","48.79","58.84"
"4304952","Caseiros (RS)","Urbana","34.56","49.48"
"4305009","Catuípe (RS)","Urbana","60.60","64.34"
"4305108","Caxias do Sul (RS)","Urbana","92.50","96.29"
"4305116","Centenário (RS)","Urbana","21.11","32.01"
"4305124","Cerrito (RS)","Urbana","57.30","58.53"
"4305132","Cerro Branco (RS)","Urbana","26.46","28.60"
"4305157","Cerro Grande (RS)","Urbana","27.72","34.34"
"4305173","Cerro Grande do Sul (RS)","Urbana","19.53","24.19"
"4305207","Cerro Largo (RS)","Urbana","73.75","79.55"
"4305306","Chapada (RS)","Urbana","48.59","59.43"
"4305355","Charqueadas (RS)","Urbana","96.84","97.65"
"4305371","Charrua (RS)","Urbana","15.01","16.83"
"4305405","Chiapetta (RS)","Urbana","56.82","61.08"
"4305439","Chuí (RS)","Urbana","94.04","96.28"
"4305447","Chuvisca (RS)","Urbana","4.18","5.52"
"4305454","Cidreira (RS)","Urbana","95.81","96.78"
"4305504","Ciríaco (RS)","Urbana","39.39","50.67"
"4305587","Colinas (RS)","Urbana","41.71","45.66"
"4305603","Colorado (RS)","Urbana","47.13","51.94"
"4305702","Condor (RS)","Urbana","52.69","61.57"
"4305801","Constantina (RS)","Urbana","49.73","66.76"
"4305835","Coqueiro Baixo (RS)","Urbana","...","18.46"
"4305850","Coqueiros do Sul (RS)","Urbana","29.83","36.79"
"4305871","Coronel Barros (RS)","Urbana","34.84","44.45"
"4305900","Coronel Bicaco (RS)","Urbana","50.78","65.41"
"4305934","Coronel Pilar (RS)","Urbana","...","10.09"
"4305959","Cotiporã (RS)","Urbana","45.81","52.28"
"4305975","Coxilha (RS)","Urbana","54.41","61.54"
"4306007","Crissiumal (RS)","Urbana","40.34","43.48"
"4306056","Cristal (RS)","Urbana","60.52","56.00"
"4306072","Cristal do Sul (RS)","Urbana","15.45","32.94"
"4306106","Cruz Alta (RS)","Urbana","91.74","96.46"
